id,year,hour,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
1934,2012,13,3,0,0,2,39.36,43.18,31,16.9979,360
10537,2011,11,3,0,1,1,31.98,34.85,43,7.0015,128
9830,2011,12,2,0,1,1,31.16,33.335,37,11.0014,153
7985,2012,2,3,0,0,2,25.42,30.305,69,6.0032,119
1357,2012,10,4,0,0,1,25.42,30.305,69,19.0012,539
9653,2011,11,1,0,1,2,8.2,10.605,47,8.9981,35
2160,2012,10,1,0,1,1,5.74,7.575,50,8.9981,71
4314,2012,19,3,0,1,1,25.42,31.06,41,12.998,596
10831,2011,10,4,0,0,1,22.96,26.515,68,6.0032,365
5989,2012,12,4,0,0,2,13.94,16.665,81,11.0014,520
1598,2012,13,4,0,1,2,28.7,33.335,74,7.0015,279
9505,2011,3,3,0,1,1,26.24,28.03,94,7.0015,4
5534,2012,23,3,0,1,2,26.24,28.79,89,7.0015,103
9535,2011,21,2,0,1,1,22.14,25.76,60,0.0,234
4076,2011,6,2,0,1,1,18.04,21.97,88,7.0015,62
7083,2012,0,4,0,1,2,22.96,26.515,73,0.0,31
10015,2012,9,3,0,0,1,24.6,31.06,43,27.9993,342
575,2012,13,1,0,1,3,13.94,15.91,71,16.9979,64
6473,2012,19,1,0,1,1,13.94,17.425,34,6.0032,265
778,2011,17,2,0,1,1,35.26,40.15,47,19.9995,486
1750,2012,23,2,0,1,2,22.14,25.76,45,12.998,113
198,2011,16,3,0,1,2,24.6,30.305,60,11.0014,263
2141,2011,14,2,0,1,1,22.96,26.515,43,6.0032,157
3830,2012,17,1,0,1,3,19.68,23.485,82,6.0032,258
10528,2011,0,2,0,1,2,18.86,22.725,88,15.0013,44
2896,2012,7,1,1,0,1,9.84,10.605,32,26.0027,16
1704,2012,11,4,0,0,1,16.4,20.455,58,7.0015,466
3780,2012,11,3,0,1,1,33.62,38.635,52,7.0015,226
7077,2012,5,1,0,0,2,13.12,16.665,49,7.0015,2
2524,2011,22,4,0,0,1,12.3,16.665,65,0.0,82
680,2011,8,4,0,0,1,10.66,13.635,65,8.9981,73
3779,2011,16,1,0,1,2,8.2,10.605,37,11.0014,87
10797,2011,0,2,0,1,1,26.24,30.305,65,6.0032,20
5624,2012,17,4,1,0,1,22.96,26.515,64,19.0012,596
1012,2012,23,1,0,1,1,10.66,11.365,48,22.0028,56
10367,2012,22,3,0,1,3,27.06,29.545,89,16.9979,68
9484,2011,5,1,0,0,1,21.32,25.0,34,27.9993,2
2149,2012,6,1,0,1,2,11.48,14.395,96,8.9981,71
8119,2012,6,2,0,1,1,22.14,25.76,83,8.9981,151
2182,2012,0,4,0,1,1,18.86,22.725,88,12.998,57
6957,2012,15,2,0,1,1,23.78,27.275,28,36.9974,255
6166,2011,23,3,0,0,1,22.14,25.76,68,12.998,54
5101,2011,17,3,0,1,1,30.34,33.335,51,19.0012,530
4415,2012,14,3,0,0,2,39.36,43.18,30,8.9981,308
10385,2011,9,1,0,0,3,6.56,9.09,93,7.0015,20
153,2011,12,1,0,1,1,15.58,19.695,32,22.0028,86
2522,2011,8,2,0,1,2,29.52,34.85,79,12.998,454
7651,2011,22,1,0,1,1,9.02,10.605,44,16.9979,40
1942,2011,21,3,0,0,2,20.5,24.24,72,12.998,170
6176,2011,3,2,0,1,2,29.52,35.605,84,7.0015,2
6652,2012,19,4,0,0,1,18.04,21.97,44,11.0014,332
5724,2011,18,2,0,1,3,21.32,25.0,88,11.0014,398
2847,2012,23,1,0,1,1,19.68,23.485,72,12.998,97
461,2012,19,1,0,1,3,14.76,17.425,87,12.998,174
7674,2011,11,1,0,1,1,10.66,10.605,48,30.0026,60
6480,2012,17,4,0,0,1,14.76,17.425,43,12.998,327
9880,2012,14,3,0,1,1,27.88,31.06,30,6.0032,255
6358,2011,17,1,0,1,1,20.5,24.24,23,19.0012,268
4325,2011,6,1,0,1,2,18.04,21.97,72,11.0014,50
1017,2012,14,4,0,1,1,16.4,20.455,43,12.998,299
1074,2012,15,3,0,1,1,32.8,34.85,33,16.9979,260
6030,2011,13,4,0,1,2,26.24,31.06,38,12.998,219
6989,2012,20,4,0,0,3,14.76,18.18,100,6.0032,108
6143,2011,22,3,1,0,2,30.34,34.09,62,8.9981,326
417,2012,19,2,0,1,1,32.8,38.635,59,15.0013,514
1836,2012,20,1,0,0,1,12.3,15.15,52,11.0014,126
5154,2012,10,3,1,0,2,30.34,35.605,74,15.0013,359
4908,2012,1,2,0,1,2,21.32,25.0,59,15.0013,9
9139,2011,0,4,0,1,2,10.66,11.365,87,19.9995,21
7116,2012,10,4,0,1,2,24.6,29.545,73,26.0027,168
9896,2011,9,4,0,1,3,21.32,25.0,88,32.9975,202
2569,2011,4,4,0,1,2,21.32,25.0,88,8.9981,5
5513,2011,19,3,0,1,3,28.7,33.335,84,0.0,321
4815,2012,11,3,0,1,1,31.16,35.605,58,6.0032,234
8589,2012,10,2,0,0,1,22.96,26.515,43,0.0,452
2964,2011,13,2,0,1,2,18.04,21.97,77,12.998,61
4101,2012,4,1,0,1,1,18.04,21.97,77,7.0015,14
4153,2011,17,2,0,1,3,26.24,31.06,50,19.0012,569
104,2012,14,3,0,1,1,33.62,39.395,56,7.0015,211
4224,2012,16,4,0,1,2,13.12,14.395,53,23.9994,273
5320,2012,4,4,0,1,2,11.48,12.88,52,19.9995,9
4244,2011,11,3,0,1,3,22.14,25.76,83,26.0027,89
5452,2011,17,4,0,1,1,18.04,21.97,54,11.0014,506
1808,2011,18,1,0,1,1,13.12,15.91,39,12.998,224
2390,2011,14,3,0,1,1,34.44,36.365,34,22.0028,178
3902,2011,6,1,0,0,1,10.66,12.88,60,15.0013,1
6509,2012,21,4,0,0,2,13.12,16.665,57,7.0015,139
10425,2012,15,3,0,0,2,27.88,31.82,34,19.0012,654
4023,2011,22,1,0,0,2,9.02,9.85,100,26.0027,10
3127,2012,19,3,0,1,1,30.34,34.85,66,16.9979,652
10373,2012,21,3,0,1,1,30.34,33.335,48,12.998,356
2432,2012,5,1,0,0,2,17.22,21.21,94,6.0032,8
1561,2012,22,2,0,1,1,22.96,26.515,43,6.0032,251
8213,2012,9,4,0,1,2,17.22,21.21,100,15.0013,284
7993,2011,8,3,0,1,1,27.88,31.82,39,15.0013,426
9296,2011,18,2,0,1,3,13.12,15.15,93,16.9979,62
2343,2011,8,2,0,1,1,17.22,21.21,58,11.0014,337
6687,2012,0,4,0,0,2,12.3,15.15,70,11.0014,129
2709,2012,3,4,0,1,2,16.4,20.455,87,8.9981,4
9919,2012,22,2,0,1,1,26.24,31.06,53,8.9981,321
7303,2011,18,3,0,1,1,31.98,34.09,29,6.0032,571
2315,2012,6,3,0,0,1,28.7,33.335,84,15.0013,49
1393,2012,20,2,0,1,3,26.24,30.305,73,8.9981,263
8310,2012,21,2,0,1,1,26.24,30.305,69,12.998,235
7753,2011,3,4,0,0,1,11.48,15.91,75,0.0,41
6232,2012,10,3,0,1,1,25.42,31.06,50,19.0012,210
1201,2012,10,3,0,0,1,30.34,34.85,70,26.0027,422
4939,2012,13,3,0,1,2,31.98,35.605,49,12.998,294
3267,2012,14,1,0,0,1,13.94,15.91,27,19.0012,379
3443,2011,9,4,1,0,1,22.14,25.76,77,0.0,219
5192,2011,4,2,0,1,3,20.5,24.24,88,11.0014,5
2628,2011,21,4,0,1,1,14.76,18.94,81,0.0,127
3643,2011,13,3,0,0,1,36.9,42.425,42,19.9995,324
69,2011,1,4,0,1,2,18.86,22.725,100,16.9979,13
6326,2012,20,2,0,1,2,26.24,30.305,69,19.0012,302
1941,2012,22,3,0,1,1,28.7,32.575,61,11.0014,226
10396,2011,7,4,0,1,2,14.76,17.425,71,8.9981,249
5042,2012,7,2,0,1,1,22.96,26.515,88,0.0,356
616,2012,4,1,0,1,1,8.2,10.605,80,8.9981,2
3239,2011,0,3,0,1,1,29.52,34.09,70,15.0013,29
2507,2011,0,4,0,1,2,22.14,25.76,88,0.0,30
1194,2011,10,3,0,1,2,27.06,31.06,61,11.0014,166
9702,2011,18,3,0,1,1,31.98,34.85,43,12.998,543
4072,2011,17,1,0,1,1,14.76,16.665,57,22.0028,197
3503,2012,9,2,0,1,2,18.86,22.725,72,0.0,301
953,2012,11,3,0,0,1,30.34,34.85,66,11.0014,499
4717,2012,21,3,0,1,1,22.96,26.515,60,7.0015,310
6148,2011,16,1,0,1,2,22.96,26.515,35,19.9995,146
1862,2012,15,2,0,1,1,19.68,23.485,33,27.9993,324
4963,2011,14,1,0,1,2,15.58,19.695,20,0.0,72
5941,2011,2,4,0,0,1,12.3,13.635,52,22.0028,31
6194,2012,8,4,0,0,3,17.22,21.21,67,8.9981,62
10182,2012,21,1,0,1,1,4.1,5.305,36,15.0013,68
7809,2011,2,1,0,1,1,9.84,12.12,52,8.9981,1
6537,2011,3,1,0,1,1,9.02,10.605,69,19.0012,2
1586,2011,13,3,0,1,1,31.98,35.605,52,19.0012,193
1089,2012,5,2,0,1,2,21.32,25.0,72,19.0012,20
10302,2011,8,1,0,1,1,8.2,9.85,51,16.9979,210
3216,2011,6,3,0,0,1,25.42,30.305,69,7.0015,32
3213,2011,23,3,1,0,2,29.52,34.09,70,7.0015,138
3110,2012,12,4,0,0,2,17.22,21.21,71,0.0,392
7424,2011,8,1,1,0,2,6.56,7.575,47,15.0013,33
7063,2011,22,4,0,0,1,19.68,23.485,41,26.0027,89
4018,2011,7,2,0,1,2,22.14,25.76,68,15.0013,189
1963,2012,9,4,0,0,2,16.4,20.455,87,16.9979,103
5793,2012,9,3,0,1,2,28.7,33.335,74,8.9981,328
2659,2012,11,2,0,1,1,24.6,31.06,33,27.9993,239
2832,2011,21,1,0,1,2,12.3,14.395,52,16.9979,53
8360,2012,16,4,0,1,1,13.94,17.425,39,7.0015,406
6556,2011,6,4,0,0,1,9.84,10.605,60,22.0028,12
7626,2011,7,2,0,1,3,20.5,24.24,88,11.0014,157
8416,2012,2,2,0,1,1,23.78,27.275,83,8.9981,11
664,2011,6,4,0,0,1,8.2,10.605,59,8.9981,3
3227,2012,22,2,0,1,1,17.22,21.21,44,12.998,123
10406,2011,18,1,0,1,2,18.04,21.97,54,15.0013,237
5626,2011,22,2,0,1,1,18.86,22.725,72,15.0013,151
10314,2012,21,4,0,1,1,24.6,29.545,69,15.0013,267
8363,2012,5,2,0,1,3,22.96,26.515,94,15.0013,8
43,2011,23,3,0,1,1,26.24,31.06,61,11.0014,167
2706,2012,1,4,0,1,1,15.58,19.695,76,0.0,17
7915,2011,8,4,0,0,2,11.48,15.15,87,6.0032,90
7897,2012,6,4,0,0,2,13.94,18.18,87,0.0,6
4084,2012,5,4,0,1,2,25.42,27.275,94,7.0015,34
4444,2012,10,4,0,1,1,22.14,25.76,56,0.0,179
7733,2011,2,3,0,1,1,27.06,31.06,65,15.0013,6
7466,2012,21,4,0,1,2,18.86,22.725,94,12.998,245
9306,2011,12,3,0,0,1,29.52,34.09,62,15.0013,404
887,2012,3,2,0,1,2,25.42,29.545,73,6.0032,4
6921,2011,7,2,0,1,1,25.42,29.545,78,7.0015,299
6375,2011,20,1,0,1,1,6.56,8.335,50,11.0014,74
1543,2011,20,2,0,1,1,23.78,27.275,83,27.9993,283
1219,2011,8,4,0,0,1,10.66,12.88,70,12.998,101
5278,2011,19,3,0,0,1,26.24,30.305,69,7.0015,333
1281,2012,14,2,0,1,2,26.24,31.06,53,16.9979,243
4821,2011,17,4,0,0,1,23.78,27.275,32,19.0012,441
154,2012,4,1,0,1,2,16.4,20.455,87,16.9979,3
10482,2011,18,3,0,1,1,28.7,33.335,79,12.998,410
6112,2011,18,4,0,1,1,18.04,21.97,77,0.0,399
5658,2011,19,4,0,1,1,13.94,18.18,61,0.0,199
9248,2011,8,1,0,1,2,12.3,15.15,56,8.9981,241
9169,2012,16,2,0,1,3,26.24,30.305,73,15.0013,389
3788,2011,10,3,0,1,1,27.88,31.82,69,19.0012,141
8019,2012,22,1,0,1,2,8.2,11.365,47,6.0032,52
2630,2011,16,1,0,1,1,15.58,19.695,58,26.0027,104
4472,2012,15,3,0,1,1,36.08,38.635,32,15.0013,267
10230,2012,19,1,0,1,1,17.22,21.21,28,40.9973,244
1097,2011,11,4,0,0,2,15.58,19.695,66,16.9979,292
10627,2011,22,4,0,0,1,9.02,11.365,75,12.998,49
5657,2012,8,4,0,1,2,14.76,16.665,66,19.9995,663
6868,2011,0,3,0,0,1,25.42,28.03,88,0.0,108
5535,2012,11,3,0,1,1,31.16,33.335,37,6.0032,274
4848,2012,22,1,0,1,1,10.66,13.635,56,7.0015,102
2620,2012,2,3,0,1,1,27.06,30.305,83,6.0032,11
9831,2012,23,3,0,1,1,25.42,29.545,78,6.0032,195
1559,2011,4,3,0,1,1,28.7,33.335,79,16.9979,11
10758,2011,8,1,0,1,1,8.2,9.09,32,23.9994,223
6938,2011,15,4,0,1,3,17.22,21.21,94,15.0013,30
8247,2012,6,4,0,1,1,12.3,15.15,70,11.0014,122
6642,2011,22,2,0,1,1,21.32,25.0,55,7.0015,150
7431,2012,11,1,0,0,1,12.3,16.665,70,0.0,270
3774,2011,22,1,0,1,1,12.3,15.15,52,11.0014,64
2372,2011,4,3,0,1,1,22.14,25.76,94,7.0015,4
8934,2012,13,3,0,0,1,27.88,31.82,39,0.0,729
9993,2011,23,3,0,1,2,26.24,30.305,69,7.0015,72
3342,2011,2,2,0,1,1,18.04,21.97,94,0.0,8
3470,2011,11,1,0,1,1,12.3,15.91,65,6.0032,47
8355,2012,12,2,0,0,1,27.06,31.06,39,19.9995,684
3980,2011,10,1,0,1,1,13.94,15.91,42,16.9979,84
6276,2012,15,4,0,1,1,18.86,22.725,36,15.0013,356
9314,2012,3,1,0,1,1,11.48,12.88,56,19.9995,4
4528,2011,1,4,0,1,1,12.3,16.665,87,0.0,10
6817,2012,16,2,0,1,2,17.22,21.21,77,15.0013,235
5249,2012,16,3,0,1,1,29.52,32.575,39,6.0032,491
240,2012,10,4,0,1,1,13.12,16.665,70,7.0015,164
5204,2011,18,4,0,1,1,13.94,18.18,61,0.0,318
8636,2012,11,4,0,0,2,16.4,20.455,87,19.9995,250
5564,2011,4,3,0,1,1,26.24,29.545,78,11.0014,4
1718,2011,9,4,0,1,1,10.66,12.88,41,12.998,213
3181,2011,14,4,0,1,3,24.6,29.545,73,7.0015,171
7509,2012,14,2,0,1,1,25.42,31.06,41,32.9975,270
5582,2011,19,3,0,1,1,30.34,32.575,35,12.998,371
8400,2012,15,3,0,0,1,36.9,40.91,37,35.0008,450
4002,2011,3,2,0,0,2,14.76,17.425,87,11.0014,14
10832,2011,8,4,0,1,2,22.96,26.515,83,7.0015,406
9697,2011,5,4,0,1,1,5.74,8.335,93,7.0015,21
2544,2012,6,4,0,1,1,18.04,21.97,77,7.0015,155
1166,2011,11,1,0,1,2,6.56,6.82,47,19.0012,30
1341,2012,11,1,0,1,2,10.66,14.395,87,6.0032,99
9002,2012,23,3,0,1,1,30.34,33.335,51,7.0015,102
3561,2011,4,4,0,1,3,22.14,25.76,94,26.0027,7
875,2012,2,3,0,1,1,30.34,33.335,51,0.0,18
10504,2012,0,4,0,1,1,12.3,15.15,52,11.0014,34
6442,2012,5,4,0,1,2,22.96,26.515,73,19.0012,40
1317,2012,22,3,0,1,1,28.7,33.335,74,15.0013,299
402,2011,10,2,0,1,2,13.94,15.91,93,19.0012,31
1496,2011,21,4,0,1,1,12.3,15.91,61,7.0015,162
10362,2012,11,2,0,1,1,21.32,25.0,48,0.0,229
10617,2011,19,3,0,1,1,28.7,33.335,79,7.0015,419
9140,2011,23,3,0,1,1,30.34,34.85,66,11.0014,73
1344,2012,2,1,0,1,2,17.22,21.21,67,8.9981,9
8666,2011,1,1,0,1,3,5.74,7.575,80,8.9981,7
9055,2012,15,1,0,0,1,22.14,25.76,68,6.0032,554
18,2012,22,3,0,1,1,29.52,34.09,70,7.0015,288
1592,2011,16,2,0,1,1,37.72,43.94,40,15.0013,233
7952,2011,11,2,0,1,3,13.12,14.395,81,30.0026,19
4626,2011,6,4,0,0,1,13.94,16.665,66,8.9981,23
7557,2012,11,3,0,1,1,36.9,40.91,35,19.9995,244
6109,2011,16,1,0,0,2,13.94,16.665,34,12.998,128
1902,2011,12,3,0,1,2,29.52,33.335,51,8.9981,229
1092,2011,9,3,0,1,1,31.16,34.09,48,15.0013,180
10639,2012,19,1,0,1,1,25.42,30.305,61,15.0013,549
9980,2011,3,2,0,1,1,26.24,28.79,89,6.0032,3
4752,2012,22,4,1,0,1,21.32,25.0,77,16.9979,112
4930,2011,14,3,0,1,1,30.34,34.09,55,6.0032,151
5386,2011,14,2,0,1,1,25.42,31.06,53,6.0032,177
909,2012,8,4,0,1,1,18.04,21.97,62,0.0,835
3551,2011,21,1,0,0,2,16.4,20.455,87,12.998,34
10197,2011,10,3,0,0,1,30.34,34.85,66,11.0014,264
9339,2012,14,4,0,1,2,22.96,26.515,43,11.0014,270
6306,2011,20,2,0,0,2,28.7,32.575,48,6.0032,239
4005,2011,7,2,0,0,1,13.12,15.15,57,15.0013,33
10616,2011,18,3,0,1,2,21.32,25.0,52,11.0014,482
4789,2012,23,3,0,0,1,26.24,30.305,65,6.0032,235
9902,2012,10,1,0,1,1,14.76,16.665,50,19.9995,147
10356,2012,18,1,0,1,3,12.3,15.15,61,8.9981,359
7957,2012,3,3,0,0,2,28.7,32.575,54,7.0015,40
3903,2012,11,2,0,1,3,18.86,22.725,47,16.9979,119
3916,2012,1,3,0,1,2,31.16,35.605,58,12.998,17
7581,2012,6,4,0,1,3,19.68,23.485,55,26.0027,124
786,2011,19,1,0,1,2,13.94,15.91,71,19.0012,152
2080,2012,20,4,0,0,1,16.4,20.455,54,6.0032,255
5559,2011,13,1,0,1,1,9.84,11.365,56,12.998,97
10626,2011,19,1,0,1,2,9.84,12.12,81,8.9981,108
9494,2011,15,4,0,1,3,21.32,25.0,55,15.0013,82
8066,2011,5,1,0,0,1,3.28,4.545,53,12.998,1
2510,2011,3,3,0,1,2,31.16,34.85,55,6.0032,4
2287,2011,6,4,0,1,1,12.3,16.665,81,0.0,92
5370,2011,7,3,1,0,1,27.06,30.305,83,8.9981,36
393,2011,19,3,0,1,1,28.7,32.575,65,0.0,397
2495,2011,13,3,0,1,1,35.26,40.15,47,15.0013,136
7438,2011,11,1,0,1,1,8.2,9.09,51,26.0027,35
9639,2012,21,1,0,1,1,14.76,16.665,34,22.0028,141
6160,2012,0,2,0,0,1,24.6,28.03,83,0.0,153
6766,2011,7,2,0,1,1,21.32,25.0,83,19.0012,272
8199,2012,16,4,0,0,2,15.58,19.695,66,0.0,443
5748,2011,19,2,0,0,1,22.96,26.515,43,12.998,267
8190,2011,4,2,0,1,1,21.32,25.0,48,22.0028,6
2416,2011,3,2,0,1,1,27.88,31.82,69,11.0014,6
7104,2011,7,3,0,1,2,27.88,31.82,89,19.9995,282
1926,2011,17,4,0,1,1,15.58,19.695,46,12.998,378
5382,2011,7,4,0,1,1,11.48,15.91,75,0.0,247
10496,2011,20,3,0,0,3,27.06,30.305,83,0.0,176
8949,2011,20,3,0,1,1,28.7,33.335,84,11.0014,342
5073,2012,9,2,0,1,2,20.5,24.24,82,15.0013,350
6105,2012,10,3,0,0,1,28.7,32.575,54,11.0014,480
3252,2011,5,2,0,1,2,13.12,15.91,87,12.998,9
8229,2011,0,1,0,1,1,4.1,6.82,49,7.0015,14
8942,2011,7,1,0,0,2,6.56,9.09,74,7.0015,9
8046,2011,1,2,0,1,3,20.5,24.24,82,19.0012,7
4565,2011,22,4,0,1,1,10.66,13.635,65,8.9981,92
6013,2011,2,4,0,1,1,22.96,26.515,54,26.0027,7
2245,2011,6,2,0,1,1,16.4,20.455,82,0.0,54
8328,2012,17,3,0,1,1,31.98,35.605,49,12.998,872
10126,2011,7,2,0,0,2,21.32,25.0,100,8.9981,42
5699,2011,16,3,0,1,1,32.8,37.12,49,16.9979,330
10841,2011,0,4,0,0,1,13.12,14.395,45,23.9994,52
3154,2012,1,2,0,0,1,20.5,24.24,48,0.0,104
5076,2011,0,2,0,0,2,15.58,19.695,87,6.0032,53
1761,2011,5,3,0,0,2,26.24,28.03,94,11.0014,10
6859,2012,15,4,0,1,1,18.04,21.97,18,27.9993,233
1804,2012,3,3,0,1,3,28.7,33.335,89,12.998,5
3247,2011,3,2,0,1,1,22.14,25.76,49,15.0013,5
2818,2012,0,2,0,1,2,19.68,23.485,82,15.0013,90
10154,2012,18,4,0,1,3,25.42,27.275,94,6.0032,687
159,2012,5,4,0,1,2,15.58,19.695,82,12.998,19
9270,2012,19,4,0,1,3,21.32,25.0,83,6.0032,239
3586,2011,12,4,0,1,1,25.42,31.06,43,22.0028,214
7998,2012,5,3,0,0,1,27.88,31.82,89,8.9981,9
6982,2012,10,4,0,1,3,23.78,27.275,88,8.9981,45
3642,2012,23,4,0,1,1,18.86,22.725,63,15.0013,81
4449,2011,16,2,0,0,2,22.14,25.76,94,12.998,295
694,2011,19,1,0,1,2,18.04,21.97,51,22.0028,168
7917,2011,0,3,0,1,3,24.6,25.0,100,12.998,14
7432,2012,10,4,1,0,2,15.58,19.695,68,8.9981,298
